"Code","Label","Version"
"3813","Manufacture of structural metal products","isic_2"
"3819","Manufacture of fabricated metal products except machinery and equipment not elsewhere classified","isic_2"
"3820","Manufacture of machinery except electrical","isic_2"
"3821","Manufacture of engines and turbines","isic_2"
"3822","Manufacture of agricultural machinery and equipment","isic_2"
"3823","Manufacture of metal and wood working machinery","isic_2"
"3824","Manufacture of special industrial machinery and equipment except metal and wood working machinery","isic_2"
"3825","Manufacture of office, computing and accounting machinery","isic_2"
"3829","Machinery and equipment except electrical not elsewhere classified","isic_2"
"3830","Manufacture of electrical machinery apparatus, appliances and supplies","isic_2"
"3831","Manufacture of electrical industrial machinery and apparatus","isic_2"
"3832","Manufacture of radio, television and communication equipment and apparatus","isic_2"
"3833","Manufacture of electrical appliances and housewares","isic_2"
"3839","Manufacture of electrical apparatus and supplies not elsewhere classified","isic_2"
"3840","Manufacture of transport equipment","isic_2"
"3841","Ship building and repairing","isic_2"
"3842","Manufacture of railroad eqquipment","isic_2"
"3843","Manufacture of motor vehicles","isic_2"
"3844","Manufacture of motorcycles and bicycles","isic_2"
"3845","Manufacture of aircraft","isic_2"
"3849","Manufacture of transport equipment not elsewhere classified","isic_2"
"3850","Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere classified, and of photographic and optical goods","isic_2"
"3851","Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere classified","isic_2"
"3852","Manufacture of photographic and optical goods","isic_2"
"3853","Manufacture of watches and clocks","isic_2"
"3900","Other Manufacturing Industries","isic_2"
"3901","Manufacture of jewellery and related articles","isic_2"
"3902","Manufacture of musical instruments","isic_2"
"3903","Manufacture of sporting and athletic goods","isic_2"
"3909","Manufacturing industries not elsewhere classified","isic_2"
"4000","Electricity, Gas and Water","isic_2"
"4100","Electricity, Gas and Steam","isic_2"
"4101","Electric light and power","isic_2"
"4102","Gas manufacture and distribution","isic_2"
"4103","Steam and hot water supply","isic_2"
"4200","Water Works and Supply","isic_2"
"5000","Construction","isic_2"
"6000","Wholesale and Retail Trade and Restaurants and Hotels","isic_2"
"6100","Wholesale Trade","isic_2"
"6200","Retail Trade","isic_2"
"6300","Restaurants and Hotels","isic_2"
"6310","Restaurants, cafés and other eating and drinking places","isic_2"
"6320","Hotels, rooming houses, camps and other lodging places","isic_2"
"7000","Transport, Storage and Communication","isic_2"
"7100","Transport and Storage","isic_2"
"7110","Land transport","isic_2"
"7111","Railway transport","isic_2"
"7112","Urban, suburban and inter-urban highway passenger transport","isic_2"
"7113","Other passenger land transport","isic_2"
"7114","Freight transport by road","isic_2"
"7115","Pipeline transport","isic_2"
"7116","Supporting services to land transport","isic_2"
"7120","Water transport","isic_2"
"7121","Ocean and coastal water transport","isic_2"
"7122","Inland water transport","isic_2"
"7123","Supporting services to water transport","isic_2"
"7130","Air transport","isic_2"
"7131","Air transport carriers","isic_2"
"7132","Supporting services to air transport","isic_2"
"7190","Services allied to transport","isic_2"
"7191","Services incidental to transport","isic_2"
"7192","Storage and warehousing","isic_2"
"7200","Communication","isic_2"
"8000","Financing, Insurance, Real Estate and Business Services","isic_2"
"8100","Financial Institutions","isic_2"
"8101","Monetary institutions","isic_2"
"8102","Other financial institutions","isic_2"
"8103","Financial services","isic_2"
"8200","Insurance","isic_2"
"8300","Real estate and Business Services","isic_2"
"8310","Real estate","isic_2"
"8320","Business services except machinery and equipment rental and leasing","isic_2"
"8321","Legal services","isic_2"
"8322","Accounting, auditing and bookkeeping services","isic_2"
"8323","Data processing and tabulating services","isic_2"
"8324","Engineering, architectural and technical services","isic_2"
"8325","Advertising services","isic_2"
"8329","Business services, except machinery and equipment rental and leasing, not elsewhere classified","isic_2"
"8330","Machinery and equipment rental and leasing","isic_2"
"9000","Community, Social and Personal Services","isic_2"
"9100","Public Administration and Defence","isic_2"
"9200","Sanitary and Similar Services","isic_2"
"9300","Social and Related Community Services","isic_2"
"9310","Education services","isic_2"
"9320","Research and scientific institutes","isic_2"
"9330","Medical, dental, other health and veterinary services","isic_2"
"9331","Medical, dental and other health services","isic_2"
"9332","Veterinary services","isic_2"
"9340","Welfare institutions","isic_2"
"9350","Business, professional and labour associations","isic_2"
"9390","Other social and related community services","isic_2"
"9391","Religious organizations","isic_2"
"9399","Social and related community services not elsewhere classified","isic_2"
"9400","Recreational and Cultural Services","isic_2"
"9410","Motion picture and other entertainment services","isic_2"
"9411","Motion picture production","isic_2"
"9412","Motion picture distribution and projection","isic_2"
"9413","Radio and television broadcasting","isic_2"
"9414","Theatrical producers and entertainment services","isic_2"
"9415","Authors, music composers and other independent artists not elsewhere classified","isic_2"
"9420","Libraries, museums, botanical and zoological gardens, and other cultural services not elsewhere classified","isic_2"
"9490","Amusement and recreational services not elsewhere classified","isic_2"
"9500","Personal and Household Services","isic_2"
"9510","Repair services not elsewhere classified","isic_2"
"9511","Repair of footwear and other leather goods","isic_2"
"9512","Electrical repair shops","isic_2"
"9513","Repair of motor vehicles and motorcycles","isic_2"
"9514","Watch, clock and jewellery repair","isic_2"
"9519","Other repair shops not elsewhere classified","isic_2"
"9520","Laundries, laundry services, and cleaning and dyeing plants","isic_2"
"9530","Domestic services","isic_2"
"9590","Miscellaneous personal services","isic_2"
"9591","Barber and beauty shops","isic_2"
"9592","Photographic studios, including commercial photography","isic_2"
"9599","Personal services not elsewhere classified","isic_2"
"9600","International and Other Extra-Territorial Bodies","isic_2"
"0100","Agriculture, hunting and related service activities","isic_3"
"0110","Growing of crops; market gardening; horticulture","isic_3"
"0111","Growing of cereals and other crops n.e.c.","isic_3"
"0112","Growing of vegetables, horticultural specialties and nursery products","isic_3"
"0113","Growing of fruit, nuts, beverage and spice crops","isic_3"
"0120","Farming of animals","isic_3"
"0121","Farming of cattle, sheep, goats, horses, asses, mules and hinnies; dairy farming","isic_3"
"0122","Other animal farming; production of animal products n.e.c.","isic_3"
"0130","Growing of crops combined with farming of animals (mixed farming)","isic_3"
"0140","Agricultural and animal husbandry service activities, except veterinary activities","isic_3"
"0150","Hunting, trapping and game propagation including related service activities","isic_3"
"0200","Forestry, logging and related service activities","isic_3"
"0500","Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing","isic_3"
"1000","Mining of coal and lignite; extraction of peat","isic_3"
"1010","Mining and agglomeration of hard coal","isic_3"
"1020","Mining and agglomeration of lignite","isic_3"
"1030","Extraction and agglomeration of peat","isic_3"
"1100","Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction excluding surveying","isic_3"
"1110","Extraction of crude petroleum and natural gas","isic_3"
"1120","Service activities incidental to oil and gas extraction excluding surveying","isic_3"
"1200","Mining of uranium and thorium ores","isic_3"
"1300","Mining of metal ores","isic_3"
"1310","Mining of iron ores","isic_3"
"1320","Mining of non-ferrous metal ores, except uranium and thorium ores","isic_3"
"1400","Other mining and quarrying","isic_3"
"1410","Quarrying of stone, sand and clay","isic_3"
"1420","Mining and quarrying n.e.c.","isic_3"
"1421","Mining of chemical and fertilizer minerals","isic_3"
"1422","Extraction of salt","isic_3"
"1429","Other mining and quarrying n.e.c.","isic_3"
"1500","Manufacture of food products and beverages","isic_3"
"1510","Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats","isic_3"
"1511","Production, processing and preserving of meat and meat products","isic_3"
"1512","Processing and preserving of fish and fish products","isic_3"
"1513","Processing and preserving of fruit and vegetables","isic_3"
"1514","Manufacture of vegetable and animal oils and fats","isic_3"
"1520","Manufacture of dairy products","isic_3"
"1530","Manufacture of grain mill products, starches and starch products, and prepared animal feeds","isic_3"
"1531","Manufacture of grain mill products","isic_3"
"1532","Manufacture of starches and starch products","isic_3"
"1533","Manufacture of prepared animal feeds","isic_3"
"1540","Manufacture of other food products","isic_3"
"1541","Manufacture of bakery products","isic_3"
"1542","Manufacture of sugar","isic_3"
"1543","Manufacture of cocoa, chocolate and sugar confectionery","isic_3"
"1544","Manufacture of macaroni, noodles, couscous and similar farinaceous products","isic_3"
"1549","Manufacture of other food products n.e.c.","isic_3"
"1550","Manufacture of beverages","isic_3"
"1551","Distilling, rectifying and blending of spirits; ethyl alcohol production from fermented materials","isic_3"
"1552","Manufacture of wines","isic_3"
"1553","Manufacture of malt liquors and malt","isic_3"
"1554","Manufacture of soft drinks; production of mineral waters","isic_3"
"1600","Manufacture of tobacco products","isic_3"
"1700","Manufacture of textiles","isic_3"
"1710","Spinning, weaving and finishing of textiles","isic_3"
"1711","Preparation and spinning of textile fibres; weaving of textiles","isic_3"
"1712","Finishing of textiles","isic_3"
"1720","Manufacture of other textiles","isic_3"
"1721","Manufacture of made-up textile articles, except apparel","isic_3"
"1722","Manufacture of carpets and rugs","isic_3"
"1723","Manufacture of cordage, rope, twine and netting","isic_3"
"1729","Manufacture of other textiles n.e.c.","isic_3"
"1730","Manufacture of knitted and crocheted fabrics and articles","isic_3"
"1800","Manufacture of wearing apparel; dressing and dyeing of fur","isic_3"
"1810","Manufacture of wearing apparel, except fur apparel","isic_3"
"1820","Dressing and dyeing of fur; manufacture of articles of fur","isic_3"
"1900","Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear","isic_3"
"1910","Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness","isic_3"
"1911","Tanning and dressing of leather","isic_3"
"1912","Manufacture of luggage, handbags and the like, saddlery and harness","isic_3"
"1920","Manufacture of footwear","isic_3"
"2000","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","isic_3"
"2010","Sawmilling and planing of wood","isic_3"
"2020","Manufacture of products of wood, cork, straw and plaiting materials","isic_3"
"2021","Manufacture of veneer sheets; manufacture of plywood, laminboard, particle board and other panels and boards","isic_3"
"2022","Manufacture of builders' carpentry and joinery","isic_3"
"2023","Manufacture of wooden containers","isic_3"
"2029","Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials","isic_3"
"2100","Manufacture of paper and paper products","isic_3"
"2101","Manufacture of pulp, paper and paperboard","isic_3"
"2102","Manufacture of corrugated paper and paperboard and of containers of paper and paperboard","isic_3"
"2109","Manufacture of other articles of paper and paperboard","isic_3"
"2200","Publishing, printing and reproduction of recorded media","isic_3"
"2210","Publishing","isic_3"
"2211","Publishing of books, brochures, musical books and other publications","isic_3"
"2212","Publishing of newspapers, journals and periodicals","isic_3"
"2213","Publishing of recorded media","isic_3"
"2219","Other publishing","isic_3"
"2220","Printing and service activities related to printing","isic_3"
"2221","Printing","isic_3"
"2222","Service activities related to printing","isic_3"
"2230","Reproduction of recorded media","isic_3"
"2300","Manufacture of coke, refined petroleum products and nuclear fuel","isic_3"
"2310","Manufacture of coke oven products","isic_3"
"2320","Manufacture of refined petroleum products","isic_3"
"2330","Processing of nuclear fuel","isic_3"
"2400","Manufacture of chemicals and chemical products","isic_3"
"2410","Manufacture of basic chemicals","isic_3"
"2411","Manufacture of basic chemicals, except fertilizers and nitrogen compounds","isic_3"
"2412","Manufacture of fertilizers and nitrogen compounds","isic_3"
"2413","Manufacture of plastics in primary forms and of synthetic rubber","isic_3"
"2420","Manufacture of other chemical products","isic_3"
"2421","Manufacture of pesticides and other agro-chemical products","isic_3"
"2422","Manufacture of paints, varnishes and similar coatings, printing ink and mastics","isic_3"
"2423","Manufacture of pharmaceuticals, medicinal chemicals and botanical products","isic_3"
"2424","Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations","isic_3"
"2429","Manufacture of other chemical products n.e.c.","isic_3"
"2430","Manufacture of man-made fibres","isic_3"
"2500","Manufacture of rubber and plastics products","isic_3"
"2510","Manufacture of rubber products","isic_3"
"2511","Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres","isic_3"
"2519","Manufacture of other rubber products","isic_3"
"2520","Manufacture of plastics products","isic_3"
"2600","Manufacture of other non-metallic mineral products","isic_3"
"2610","Manufacture of glass and glass products","isic_3"
"2690","Manufacture of non-metallic mineral products n.e.c.","isic_3"
"2691","Manufacture of non-structural non-refractory ceramic ware","isic_3"
"2692","Manufacture of refractory ceramic products","isic_3"
"2693","Manufacture of structural non-refractory clay and ceramic products","isic_3"
"2694","Manufacture of cement, lime and plaster","isic_3"
"2695","Manufacture of articles of concrete, cement and plaster","isic_3"
"2696","Cutting, shaping and finishing of stone","isic_3"
"2699","Manufacture of other non-metallic mineral products n.e.c.","isic_3"
"2700","Manufacture of basic metals","isic_3"
"2710","Manufacture of basic iron and steel","isic_3"
"2720","Manufacture of basic precious and non-ferrous metals","isic_3"
"2730","Casting of metals","isic_3"
"2731","Casting of iron and steel","isic_3"
"2732","Casting of non-ferrous metals","isic_3"
"2800","Manufacture of fabricated metal products, except machinery and equipment","isic_3"
"2810","Manufacture of structural metal products, tanks, reservoirs and steam generators","isic_3"
"2811","Manufacture of structural metal products","isic_3"
"2812","Manufacture of tanks, reservoirs and containers of metal","isic_3"
"2813","Manufacture of steam generators, except central heating hot water boilers","isic_3"
"2890","Manufacture of other fabricated metal products; metal working service activities","isic_3"
"2891","Forging, pressing, stamping and roll-forming of metal; powder metallurgy","isic_3"
"2892","Treatment and coating of metals; general mechanical engineering on a fee or contract basis","isic_3"
"2893","Manufacture of cutlery, hand tools and general hardware","isic_3"
"2899","Manufacture of other fabricated metal products n.e.c.","isic_3"
"2900","Manufacture of machinery and equipment n.e.c.","isic_3"
"2910","Manufacture of general purpose machinery","isic_3"
"2911","Manufacture of engines and turbines, except aircraft, vehicle and cycle engines","isic_3"
"2912","Manufacture of pumps, compressors, taps and valves","isic_3"
"2913","Manufacture of bearings, gears, gearing and driving elements","isic_3"
"2914","Manufacture of ovens, furnaces and furnace burners","isic_3"
"2915","Manufacture of lifting and handling equipment","isic_3"
"2919","Manufacture of other general purpose machinery","isic_3"
"2920","Manufacture of special purpose machinery","isic_3"
"2921","Manufacture of agricultural and forestry machinery","isic_3"
"2922","Manufacture of machine-tools","isic_3"
"2923","Manufacture of machinery for metallurgy","isic_3"
"2924","Manufacture of machinery for mining, quarrying and construction","isic_3"
"2925","Manufacture of machinery for food, beverage and tobacco processing","isic_3"
"2926","Manufacture of machinery for textile, apparel and leather production","isic_3"
"2927","Manufacture of weapons and ammunition","isic_3"
"2929","Manufacture of other special purpose machinery","isic_3"
"2930","Manufacture of domestic appliances n.e.c.","isic_3"
"3000","Manufacture of office, accounting and computing machinery","isic_3"
"3100","Manufacture of electrical machinery and apparatus n.e.c.","isic_3"
"3110","Manufacture of electric motors, generators and transformers","isic_3"
"3120","Manufacture of electricity distribution and control apparatus","isic_3"
"3130","Manufacture of insulated wire and cable","isic_3"
"3140","Manufacture of accumulators, primary cells and primary batteries","isic_3"
"3150","Manufacture of electric lamps and lighting equipment","isic_3"
"3190","Manufacture of other electrical equipment n.e.c.","isic_3"
"3200","Manufacture of radio, television and communication equipment and apparatus","isic_3"
"3210","Manufacture of electronic valves and tubes and other electronic components","isic_3"
"3220","Manufacture of television and radio transmitters and apparatus for line telephony and line telegraphy","isic_3"
"3230","Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, and associated goods","isic_3"
"3300","Manufacture of medical, precision and optical instruments, watches and clocks","isic_3"
"3310","Manufacture of medical appliances and instruments and appliances for measuring, checking, testing, navigating and other purposes, except optical instruments","isic_3"
"3311","Manufacture of medical and surgical equipment and orthopaedic appliances","isic_3"
"3312","Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","isic_3"
"3313","Manufacture of industrial process control equipment","isic_3"
"3320","Manufacture of optical instruments and photographic equipment","isic_3"
"3330","Manufacture of watches and clocks","isic_3"
"3400","Manufacture of motor vehicles, trailers and semi-trailers","isic_3"
"3410","Manufacture of motor vehicles","isic_3"
"3420","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","isic_3"
"3430","Manufacture of parts and accessories for motor vehicles and their engines","isic_3"
"3500","Manufacture of other transport equipment","isic_3"
"3510","Building and repairing of ships and boats","isic_3"
"3511","Building and repairing of ships","isic_3"
"3512","Building and repairing of pleasure and sporting boats","isic_3"
"3520","Manufacture of railway and tramway locomotives and rolling stock","isic_3"
"3530","Manufacture of aircraft and spacecraft","isic_3"
"3590","Manufacture of transport equipment n.e.c.","isic_3"
"3591","Manufacture of motorcycles","isic_3"
"3592","Manufacture of bicycles and invalid carriages","isic_3"
"3599","Manufacture of other transport equipment n.e.c.","isic_3"
"3600","Manufacture of furniture; manufacturing n.e.c.","isic_3"
"3610","Manufacture of furniture","isic_3"
"3690","Manufacturing n.e.c.","isic_3"
"3691","Manufacture of jewellery and related articles","isic_3"
"3692","Manufacture of musical instruments","isic_3"
"3693","Manufacture of sports goods","isic_3"
"3694","Manufacture of games and toys","isic_3"
"3699","Other manufacturing n.e.c.","isic_3"
"3700","Recycling","isic_3"
"3710","Recycling of metal waste and scrap","isic_3"
"3720","Recycling of non-metal waste and scrap","isic_3"
"4000","Electricity, gas, steam and hot water supply","isic_3"
"4010","Production, collection and distribution of electricity","isic_3"
"4020","Manufacture of gas; distribution of gaseous fuels through mains","isic_3"
"4030","Steam and hot water supply","isic_3"
"4100","Collection, purification and distribution of water","isic_3"
"4500","Construction","isic_3"
"4510","Site preparation","isic_3"
"4520","Building of complete constructions or parts thereof; civil engineering","isic_3"
"4530","Building installation","isic_3"
"4540","Building completion","isic_3"
"4550","Renting of construction or demolition equipment with operator","isic_3"
"5000","Sale, maintenance and repair of motor vehicles and motorcycles; retail sale of automotive fuel","isic_3"
"5010","Sale of motor vehicles","isic_3"
"5020","Maintenance and repair of motor vehicles","isic_3"
"5030","Sale of motor vehicle parts and accessories","isic_3"
"5040","Sale, maintenance and repair of motorcycles and related parts and accessories","isic_3"
"5050","Retail sale of automotive fuel","isic_3"
"5100","Wholesale trade and commission trade, except of motor vehicles and motorcycles","isic_3"
"5110","Wholesale on a fee or contract basis","isic_3"
"5120","Wholesale of agricultural raw materials, live animals, food, beverages and tobacco","isic_3"
"5121","Wholesale of agricultural raw materials and live animals","isic_3"
"5122","Wholesale of food, beverages and tobacco","isic_3"
"5130","Wholesale of household goods","isic_3"
"5131","Wholesale of textiles, clothing  and footwear","isic_3"
"5139","Wholesale of other household goods","isic_3"
"5140","Wholesale of non-agricultural intermediate products, waste and scrap","isic_3"
"5141","Wholesale of solid, liquid and gaseous fuels and related products","isic_3"
"5142","Wholesale of metals and metal ores","isic_3"
"5143","Wholesale of construction materials, hardware, plumbing and heating equipment and supplies","isic_3"
"5149","Wholesale of other intermediate products, waste and scrap","isic_3"
"5150","Wholesale of machinery, equipment and supplies","isic_3"
"5190","Other wholesale","isic_3"
"5200","Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","isic_3"
"5210","Non-specialized retail trade in stores","isic_3"
"5211","Retail sale in non-specialized stores with food, beverages or tobacco predominating","isic_3"
"5219","Other retail sale in non-specialized stores","isic_3"
"5220","Retail sale of food, beverages and tobacco in specialized stores","isic_3"
"5230","Other retail trade of new goods in specialized stores","isic_3"
"5231","Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles","isic_3"
"5232","Retail sale of textiles, clothing, footwear and leather goods","isic_3"
"5233","Retail sale of household appliances, articles and equipment","isic_3"
"5234","Retail sale of hardware, paint and glass","isic_3"
"5239","Other retail sale in specialized stores","isic_3"
"5240","Retail sale of second-hand goods in stores","isic_3"
"5250","Retail trade not in stores","isic_3"
"5251","Retail sale via mail order houses","isic_3"
"5252","Retail sale via stalls and markets","isic_3"
"5259","Other non-store retail sale","isic_3"
"5260","Repair of personal and household goods","isic_3"
"5500","Hotels and restaurants","isic_3"
"5510","Hotels; camping sites and other provision of short-stay accommodation","isic_3"
"5520","Restaurants, bars and canteens","isic_3"
"6000","Land transport; transport via pipelines","isic_3"
"6010","Transport via railways","isic_3"
"6020","Other land transport","isic_3"
"6021","Other scheduled passenger land transport","isic_3"
"6022","Other non-scheduled passenger land transport","isic_3"
"6023","Freight transport by road","isic_3"
"6030","Transport via pipelines","isic_3"
"6100","Water transport","isic_3"
"6110","Sea and coastal water transport","isic_3"
"6120","Inland water transport","isic_3"
"6200","Air transport","isic_3"
"6210","Scheduled air transport","isic_3"
"6220","Non-scheduled air transport","isic_3"
"6300","Supporting and auxiliary transport activities; activities of travel agencies","isic_3"
"6301","Cargo handling","isic_3"
"6302","Storage and warehousing","isic_3"
"6303","Other supporting transport activities","isic_3"
"6304","Activities of travel agencies and tour operators; tourist assistance activities n.e.c.","isic_3"
"6309","Activities of other transport agencies","isic_3"
"6400","Post and telecommunications","isic_3"
"6410","Post and courier activities","isic_3"
"6411","National post activities","isic_3"
"6412","Courier activities other than national post activities","isic_3"
"6420","Telecommunications","isic_3"
"6500","Financial intermediation, except insurance and pension funding","isic_3"
"6510","Monetary intermediation","isic_3"
"6511","Central banking","isic_3"
"6519","Other monetary intermediation","isic_3"
"6590","Other financial intermediation","isic_3"
"6591","Financial leasing","isic_3"
"6592","Other credit granting","isic_3"
"6599","Other financial intermediation n.e.c.","isic_3"
"6600","Insurance and pension funding, except compulsory social security","isic_3"
"6601","Life insurance","isic_3"
"6602","Pension funding","isic_3"
"6603","Non-life insurance","isic_3"
"6700","Activities auxiliary to financial intermediation","isic_3"
"6710","Activities auxiliary to financial intermediation, except insurance and pension funding","isic_3"
"6711","Administration of financial markets","isic_3"
"6712","Security dealing activities","isic_3"
"6719","Activities auxiliary to financial intermediation n.e.c.","isic_3"
"6720","Activities auxiliary to insurance and pension funding","isic_3"
"7000","Real estate activities","isic_3"
"7010","Real estate activities with own or leased property","isic_3"
"7020","Real estate activities on a fee or contract basis","isic_3"
"7100","Renting of machinery and equipment without operator and of personal and household goods","isic_3"
"7110","Renting of transport equipment","isic_3"
"7111","Renting of land transport equipment","isic_3"
"7112","Renting of water transport equipment","isic_3"
"7113","Renting of air transport equipment","isic_3"
"7120","Renting of other machinery and equipment","isic_3"
"7121","Renting of agricultural machinery and equipment","isic_3"
"7122","Renting of construction and civil engineering machinery and equipment","isic_3"
"7123","Renting of office machinery and equipment (including computers)","isic_3"
"7129","Renting of other machinery and equipment n.e.c.","isic_3"
"7130","Renting of personal and household goods n.e.c.","isic_3"
"7200","Computer and related activities","isic_3"
"7210","Hardware consultancy","isic_3"
"7220","Software consultancy and supply","isic_3"
"7230","Data processing","isic_3"
"7240","Data base activities","isic_3"
"7250","Maintenance and repair of office, accounting and computing machinery","isic_3"
"7290","Other computer related activities","isic_3"
"7300","Research and development","isic_3"
"7310","Research and experimental development on natural sciences and engineering (NSE)","isic_3"
"7320","Research and experimental development on social sciences and humanities (SSH)","isic_3"
"7400","Other business activities","isic_3"
"7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consultancy","isic_3"
