"Code","Label","Version"
"6114","mixed crop growers","isco_2008"
"6121","livestock and dairy producers","isco_2008"
"6122","poultry producers","isco_2008"
"6123","apiarists and sericulturists","isco_2008"
"6129","animal producers not elsewhere classified","isco_2008"
"6221","aquaculture workers","isco_2008"
"6222","inland and coastal waters fishery workers","isco_2008"
"6223","deep-sea fishery workers","isco_2008"
"6224","hunters and trappers","isco_2008"
"7111","house builders","isco_2008"
"7112","bricklayers and related workers","isco_2008"
"7113","stonemasons, stone cutters, splitters and carvers","isco_2008"
"7114","concrete placers, concrete finishers and related workers","isco_2008"
"7115","carpenters and joiners","isco_2008"
"7119","building frame and related trades workers not elsewhere classified","isco_2008"
"7121","roofers","isco_2008"
"7122","floor layers and tile setters","isco_2008"
"7123","plasterers","isco_2008"
"7124","insulation workers","isco_2008"
"7125","glaziers","isco_2008"
"7126","plumbers and pipe fitters","isco_2008"
"7127","air conditioning and refrigeration mechanics","isco_2008"
"7131","painters and related workers","isco_2008"
"7132","spray painters and varnishers","isco_2008"
"7133","building structure cleaners","isco_2008"
"7211","metal moulders and coremakers","isco_2008"
"7212","welders and flame cutters","isco_2008"
"7213","sheet metal workers","isco_2008"
"7214","structural metal preparers and erectors","isco_2008"
"7215","riggers and cable splicers","isco_2008"
"7221","blacksmiths, hammersmiths and forging press workers","isco_2008"
"7222","toolmakers and related workers","isco_2008"
"7223","metal working machine tool setters and operators","isco_2008"
"7224","metal polishers, wheel grinders and tool sharpeners","isco_2008"
"7231","motor vehicle mechanics and repairers","isco_2008"
"7232","aircraft engine mechanics and repairers","isco_2008"
"7233","agricultural and industrial machinery mechanics and repairers","isco_2008"
"7234","bicycle and related repairers","isco_2008"
"7311","precision-instrument makers and repairers","isco_2008"
"7312","musical instrument makers and tuners","isco_2008"
"7313","jewellery and precious metal workers","isco_2008"
"7314","potters and related workers","isco_2008"
"7315","glass makers, cutters, grinders and finishers","isco_2008"
"7316","signwriters, decorative painters, engravers and etchers","isco_2008"
"7317","handicraft workers in wood, basketry and related materials","isco_2008"
"7318","handicraft workers in textile, leather and related materials","isco_2008"
"7319","handicraft workers not elsewhere classified","isco_2008"
"7321","pre-press technicians","isco_2008"
"7322","printers ","isco_2008"
"7323","print finishing and binding workers","isco_2008"
"7411","building and related electricians","isco_2008"
"7412","electrical mechanics and fitters","isco_2008"
"7413","electrical line installers and repairers ","isco_2008"
"7421","electronics mechanics and servicers","isco_2008"
"7422","information and communications technology installers and servicers","isco_2008"
"7511","butchers, fishmongers and related food preparers","isco_2008"
"7512","bakers, pastry-cooks and confectionery makers","isco_2008"
"7513","dairy products makers","isco_2008"
"7514","fruit, vegetable and related preservers","isco_2008"
"7515","food and beverage tasters and graders","isco_2008"
"7516","tobacco preparers and tobacco products makers","isco_2008"
"7521","wood treaters","isco_2008"
"7522","cabinet-makers and related workers","isco_2008"
"7523","woodworking machine tool setters and operators","isco_2008"
"7531","tailors, dressmakers, furriers and hatters","isco_2008"
"7532","garment and related patternmakers and cutters","isco_2008"
"7533","sewing, embroidery and related workers","isco_2008"
"7534","upholsterers and related workers","isco_2008"
"7535","pelt dressers, tanners and fellmongers","isco_2008"
"7536","shoemakers and related workers","isco_2008"
"7541","underwater divers","isco_2008"
"7542","shotfirers and blasters","isco_2008"
"7543","product graders and testers (excluding foods and beverages)","isco_2008"
"7544","fumigators and other pest and weed controllers","isco_2008"
"7549","craft and related workers not elsewhere classified","isco_2008"
"8111","miners and quarriers","isco_2008"
"8112","mineral and stone processing plant operators","isco_2008"
"8113","well drillers and borers and related workers","isco_2008"
"8114","cement, stone and other mineral products machine operators","isco_2008"
"8121","metal processing plant operators","isco_2008"
"8122","metal finishing, plating and coating machine operators","isco_2008"
"8131","chemical products plant and machine operators","isco_2008"
"8132","photographic products machine operators","isco_2008"
"8141","rubber products machine operators","isco_2008"
"8142","plastic products machine operators","isco_2008"
"8143","paper products machine operators","isco_2008"
"8151","fibre preparing, spinning and winding machine operators","isco_2008"
"8152","weaving and knitting machine operators","isco_2008"
"8153","sewing machine operators","isco_2008"
"8154","bleaching, dyeing and fabric cleaning machine operators","isco_2008"
"8155","fur and leather preparing machine operators","isco_2008"
"8156","shoemaking and related machine operators","isco_2008"
"8157","laundry machine operators","isco_2008"
"8159","textile, fur and leather products machine operators not elsewhere classified","isco_2008"
"8171","pulp and papermaking plant operators","isco_2008"
