isic_rev4_4dig;isic_rev31_4dig;isic_rev4_secdig;isic_rev4_2dig;isic_rev4_3dig;isic_rev31_secdig;isic_rev31_2dig;isic_rev31_3dig
892;1030;"B";8;89;"C";10;103
893;1422;"B";8;89;"C";14;142
899;1429;"B";8;89;"C";14;142
910;1110;"B";9;91;"C";11;111
910;1120;"B";9;91;"C";11;112
910;7421;"B";9;91;"K";74;742
990;1010;"B";9;99;"C";10;101
990;1020;"B";9;99;"C";10;102
990;1030;"B";9;99;"C";10;103
990;1200;"B";9;99;"C";12;120
990;1310;"B";9;99;"C";13;131
990;1320;"B";9;99;"C";13;132
990;1410;"B";9;99;"C";14;141
990;1421;"B";9;99;"C";14;142
990;1422;"B";9;99;"C";14;142
990;1429;"B";9;99;"C";14;142
990;4510;"B";9;99;"F";45;451
990;7421;"B";9;99;"K";74;742
1010;1511;"C";10;101;"D";15;151
1020;1512;"C";10;102;"D";15;151
1030;1513;"C";10;103;"D";15;151
1030;1549;"C";10;103;"D";15;154
1040;1514;"C";10;104;"D";15;151
1050;1520;"C";10;105;"D";15;152
1061;1531;"C";10;106;"D";15;153
1062;1532;"C";10;106;"D";15;153
1071;1541;"C";10;107;"D";15;154
1071;1549;"C";10;107;"D";15;154
1072;1542;"C";10;107;"D";15;154
1073;1543;"C";10;107;"D";15;154
1074;1544;"C";10;107;"D";15;154
1075;1512;"C";10;107;"D";15;151
1075;1513;"C";10;107;"D";15;151
1075;1544;"C";10;107;"D";15;154
1075;1549;"C";10;107;"D";15;154
1079;1549;"C";10;107;"D";15;154
1079;2429;"C";10;107;"D";24;242
1080;1533;"C";10;108;"D";15;153
1101;1551;"C";11;110;"D";15;155
1102;113;"C";11;110;"A";1;11
1102;1552;"C";11;110;"D";15;155
1103;1553;"C";11;110;"D";15;155
1104;1554;"C";11;110;"D";15;155
1200;1600;"C";12;120;"D";16;160
1311;1711;"C";13;131;"D";17;171
1312;1711;"C";13;131;"D";17;171
1312;2699;"C";13;131;"D";26;269
1313;1712;"C";13;131;"D";17;171
1313;1729;"C";13;131;"D";17;172
1313;1810;"C";13;131;"D";18;181
1391;1730;"C";13;139;"D";17;173
1392;1721;"C";13;139;"D";17;172
1392;3430;"C";13;139;"D";34;343
1393;1722;"C";13;139;"D";17;172
1394;1723;"C";13;139;"D";17;172
1399;1729;"C";13;139;"D";17;172
1399;3699;"C";13;139;"D";36;369
1410;1810;"C";14;141;"D";18;181
1420;1820;"C";14;142;"D";18;182
1430;1730;"C";14;143;"D";17;173
1511;1820;"C";15;151;"D";18;182
1511;1911;"C";15;151;"D";19;191
1512;1912;"C";15;151;"D";19;191
1512;1920;"C";15;151;"D";19;192
1512;3699;"C";15;151;"D";36;369
1520;1920;"C";15;152;"D";19;192
1610;2010;"C";16;161;"D";20;201
1621;2021;"C";16;162;"D";20;202
1622;2022;"C";16;162;"D";20;202
1623;2023;"C";16;162;"D";20;202
1629;1920;"C";16;162;"D";19;192
1629;2029;"C";16;162;"D";20;202
1629;3699;"C";16;162;"D";36;369
1701;2101;"C";17;170;"D";21;210
1702;2102;"C";17;170;"D";21;210
1709;1729;"C";17;170;"D";17;172
1709;2109;"C";17;170;"D";21;210
1709;2221;"C";17;170;"D";22;222
1709;3699;"C";17;170;"D";36;369
1811;2109;"C";18;181;"D";21;210
1811;2221;"C";18;181;"D";22;222
1811;2892;"C";18;181;"D";28;289
1812;2222;"C";18;181;"D";22;222
1820;2230;"C";18;182;"D";22;223
1910;2310;"C";19;191;"D";23;231
1910;2411;"C";19;191;"D";24;241
1920;1010;"C";19;192;"C";10;101
1920;1020;"C";19;192;"C";10;102
1920;2320;"C";19;192;"D";23;232
2011;1551;"C";20;201;"D";15;155
2011;2330;"C";20;201;"D";23;233
2011;2411;"C";20;201;"D";24;241
2011;2429;"C";20;201;"D";24;242
2012;2412;"C";20;201;"D";24;241
2013;2413;"C";20;201;"D";24;241
2021;2421;"C";20;202;"D";24;242
2022;2422;"C";20;202;"D";24;242
2023;2424;"C";20;202;"D";24;242
2029;2429;"C";20;202;"D";24;242
2029;3699;"C";20;202;"D";36;369
2030;2430;"C";20;203;"D";24;243
2100;2330;"C";21;210;"D";23;233
2100;2423;"C";21;210;"D";24;242
2211;2511;"C";22;221;"D";25;251
2219;1920;"C";22;221;"D";19;192
2219;2519;"C";22;221;"D";25;251
2219;3610;"C";22;221;"D";36;361
2219;3699;"C";22;221;"D";36;369
2220;1920;"C";22;222;"D";19;192
2220;2109;"C";22;222;"D";21;210
2220;2519;"C";22;222;"D";25;251
2220;2520;"C";22;222;"D";25;252
2220;3610;"C";22;222;"D";36;361
2220;3699;"C";22;222;"D";36;369
2310;2610;"C";23;231;"D";26;261
2391;2692;"C";23;239;"D";26;269
2392;2691;"C";23;239;"D";26;269
2392;2693;"C";23;239;"D";26;269
2393;2691;"C";23;239;"D";26;269
2394;2694;"C";23;239;"D";26;269
2395;2695;"C";23;239;"D";26;269
2396;2696;"C";23;239;"D";26;269
2399;2699;"C";23;239;"D";26;269
2410;2710;"C";24;241;"D";27;271
2420;2330;"C";24;242;"D";23;233
2420;2720;"C";24;242;"D";27;272
2431;2710;"C";24;243;"D";27;271
2431;2731;"C";24;243;"D";27;273
2432;2732;"C";24;243;"D";27;273
2511;2811;"C";25;251;"D";28;281
2512;2812;"C";25;251;"D";28;281
2513;2813;"C";25;251;"D";28;281
2520;2927;"C";25;252;"D";29;292
2591;2891;"C";25;259;"D";28;289
2592;2892;"C";25;259;"D";28;289
2593;2893;"C";25;259;"D";28;289
2593;2929;"C";25;259;"D";29;292
2599;2899;"C";25;259;"D";28;289
2599;3190;"C";25;259;"D";31;319
2599;3699;"C";25;259;"D";36;369
2610;2429;"C";26;261;"D";24;242
2610;2520;"C";26;261;"D";25;252
2610;3000;"C";26;261;"D";30;300
2610;3110;"C";26;261;"D";31;311
2610;3120;"C";26;261;"D";31;312
2610;3130;"C";26;261;"D";31;313
2610;3210;"C";26;261;"D";32;321
2610;3230;"C";26;261;"D";32;323
2620;3000;"C";26;262;"D";30;300
2630;3190;"C";26;263;"D";31;319
2630;3220;"C";26;263;"D";32;322
2630;3230;"C";26;263;"D";32;323
2640;3230;"C";26;264;"D";32;323
2640;3694;"C";26;264;"D";36;369
2651;3190;"C";26;265;"D";31;319
2651;3220;"C";26;265;"D";32;322
2651;3312;"C";26;265;"D";33;331
2651;3313;"C";26;265;"D";33;331
2652;3330;"C";26;265;"D";33;333
2660;3311;"C";26;266;"D";33;331
2670;3230;"C";26;267;"D";32;323
2670;3312;"C";26;267;"D";33;331
2670;3320;"C";26;267;"D";33;332
2680;2429;"C";26;268;"D";24;242
2710;3110;"C";27;271;"D";31;311
2710;3120;"C";27;271;"D";31;312
2720;3140;"C";27;272;"D";31;314
2731;3130;"C";27;273;"D";31;313
2731;3320;"C";27;273;"D";33;332
2732;3130;"C";27;273;"D";31;313
2733;2520;"C";27;273;"D";25;252
2733;3120;"C";27;273;"D";31;312
2733;3190;"C";27;273;"D";31;319
2740;3150;"C";27;274;"D";31;315
2740;3190;"C";27;274;"D";31;319
2750;2930;"C";27;275;"D";29;293
2790;2922;"C";27;279;"D";29;292
2790;2929;"C";27;279;"D";29;292
2790;3110;"C";27;279;"D";31;311
2790;3120;"C";27;279;"D";31;312
2790;3130;"C";27;279;"D";31;313
2790;3150;"C";27;279;"D";31;315
2790;3190;"C";27;279;"D";31;319
2790;3210;"C";27;279;"D";32;321
2811;2911;"C";28;281;"D";29;291
2811;2912;"C";28;281;"D";29;291
2811;3110;"C";28;281;"D";31;311
2811;3430;"C";28;281;"D";34;343
2811;3530;"C";28;281;"D";35;353
2811;3591;"C";28;281;"D";35;359
2812;2519;"C";28;281;"D";25;251
2812;2912;"C";28;281;"D";29;291
2812;2913;"C";28;281;"D";29;291
2813;2912;"C";28;281;"D";29;291
2814;2913;"C";28;281;"D";29;291
2815;2914;"C";28;281;"D";29;291
2815;2930;"C";28;281;"D";29;293
2816;2915;"C";28;281;"D";29;291
2816;3599;"C";28;281;"D";35;359
2817;2429;"C";28;281;"D";24;242
2817;2899;"C";28;281;"D";28;289
2817;3000;"C";28;281;"D";30;300
2817;3230;"C";28;281;"D";32;323
2817;3610;"C";28;281;"D";36;361
2818;2922;"C";28;281;"D";29;292
2819;2919;"C";28;281;"D";29;291
2819;2922;"C";28;281;"D";29;292
2819;2930;"C";28;281;"D";29;293
2819;3312;"C";28;281;"D";33;331
2821;2921;"C";28;282;"D";29;292
2822;2922;"C";28;282;"D";29;292
2822;3190;"C";28;282;"D";31;319
2823;2923;"C";28;282;"D";29;292
2824;2924;"C";28;282;"D";29;292
2825;2925;"C";28;282;"D";29;292
2826;2926;"C";28;282;"D";29;292
2826;2929;"C";28;282;"D";29;292
2829;2929;"C";28;282;"D";29;292
2829;3312;"C";28;282;"D";33;331
2829;3320;"C";28;282;"D";33;332
2829;3530;"C";28;282;"D";35;353
2829;3694;"C";28;282;"D";36;369
2829;3699;"C";28;282;"D";36;369
2910;3410;"C";29;291;"D";34;341
2920;3420;"C";29;292;"D";34;342
2930;3190;"C";29;293;"D";31;319
2930;3430;"C";29;293;"D";34;343
2930;3610;"C";29;293;"D";36;361
3011;3511;"C";30;301;"D";35;351
3011;3610;"C";30;301;"D";36;361
3012;3512;"C";30;301;"D";35;351
3020;3190;"C";30;302;"D";31;319
3020;3520;"C";30;302;"D";35;352
3020;3610;"C";30;302;"D";36;361
3030;2927;"C";30;303;"D";29;292
3030;3530;"C";30;303;"D";35;353
3030;3610;"C";30;303;"D";36;361
3040;2927;"C";30;304;"D";29;292
3091;3591;"C";30;309;"D";35;359
3092;3592;"C";30;309;"D";35;359
3092;3699;"C";30;309;"D";36;369
3099;3599;"C";30;309;"D";35;359
3100;3599;"C";31;310;"D";35;359
3100;3610;"C";31;310;"D";36;361
3211;3330;"C";32;321;"D";33;333
3211;3691;"C";32;321;"D";36;369
3212;3330;"C";32;321;"D";33;333
3212;3699;"C";32;321;"D";36;369
3220;3692;"C";32;322;"D";36;369
3230;1920;"C";32;323;"D";19;192
3230;3693;"C";32;323;"D";36;369
3240;3694;"C";32;324;"D";36;369
3250;1721;"C";32;325;"D";17;172
3250;2423;"C";32;325;"D";24;242
3250;2919;"C";32;325;"D";29;291
3250;3311;"C";32;325;"D";33;331
3250;3312;"C";32;325;"D";33;331
3250;3320;"C";32;325;"D";33;332
3290;1810;"C";32;329;"D";18;181
3290;1912;"C";32;329;"D";19;191
3290;2029;"C";32;329;"D";20;202
3290;2211;"C";32;329;"D";22;221
3290;2519;"C";32;329;"D";25;251
3290;2520;"C";32;329;"D";25;252
3290;2699;"C";32;329;"D";26;269
3290;2899;"C";32;329;"D";28;289
3290;3311;"C";32;329;"D";33;331
3290;3693;"C";32;329;"D";36;369
3290;3699;"C";32;329;"D";36;369
3311;2811;"C";33;331;"D";28;281
3311;2812;"C";33;331;"D";28;281
3311;2813;"C";33;331;"D";28;281
3311;2892;"C";33;331;"D";28;289
3311;2893;"C";33;331;"D";28;289
3311;2899;"C";33;331;"D";28;289
3311;2927;"C";33;331;"D";29;292
3311;2929;"C";33;331;"D";29;292
3311;3420;"C";33;331;"D";34;342
3312;2911;"C";33;331;"D";29;291
3312;2912;"C";33;331;"D";29;291
3312;2913;"C";33;331;"D";29;291
3312;2914;"C";33;331;"D";29;291
3312;2915;"C";33;331;"D";29;291
3312;2919;"C";33;331;"D";29;291
3312;2921;"C";33;331;"D";29;292
3312;2922;"C";33;331;"D";29;292
3312;2923;"C";33;331;"D";29;292
3312;2924;"C";33;331;"D";29;292
3312;2925;"C";33;331;"D";29;292
3312;2926;"C";33;331;"D";29;292
3312;2929;"C";33;331;"D";29;292
3312;3110;"C";33;331;"D";31;311
3312;3230;"C";33;331;"D";32;323
3312;3599;"C";33;331;"D";35;359
3312;3694;"C";33;331;"D";36;369
3312;3699;"C";33;331;"D";36;369
3312;7250;"C";33;331;"K";72;725
3313;3190;"C";33;331;"D";31;319
3313;3220;"C";33;331;"D";32;322
3313;3230;"C";33;331;"D";32;323
3313;3311;"C";33;331;"D";33;331
3313;3312;"C";33;331;"D";33;331
3313;3313;"C";33;331;"D";33;331
3313;3320;"C";33;331;"D";33;332
3313;5260;"C";33;331;"G";52;526
3314;2520;"C";33;331;"D";25;252
3314;2922;"C";33;331;"D";29;292
3314;2929;"C";33;331;"D";29;292
3314;3110;"C";33;331;"D";31;311
3314;3120;"C";33;331;"D";31;312
3314;3130;"C";33;331;"D";31;313
3314;3140;"C";33;331;"D";31;314
3314;3150;"C";33;331;"D";31;315
3314;3190;"C";33;331;"D";31;319
3314;3210;"C";33;331;"D";32;321
3315;3511;"C";33;331;"D";35;351
3315;3512;"C";33;331;"D";35;351
3315;3520;"C";33;331;"D";35;352
3315;3530;"C";33;331;"D";35;353
3315;3599;"C";33;331;"D";35;359
3315;6303;"C";33;331;"I";63;630
3319;1721;"C";33;331;"D";17;172
3319;1723;"C";33;331;"D";17;172
3319;2023;"C";33;331;"D";20;202
3319;2029;"C";33;331;"D";20;202
3319;2519;"C";33;331;"D";25;251
3319;2520;"C";33;331;"D";25;252
3319;2610;"C";33;331;"D";26;261
3319;2699;"C";33;331;"D";26;269
3319;3311;"C";33;331;"D";33;331
3319;3312;"C";33;331;"D";33;331
3319;3330;"C";33;331;"D";33;333
3319;3692;"C";33;331;"D";36;369
3319;3694;"C";33;331;"D";36;369
3320;2813;"C";33;332;"D";28;281
3320;2911;"C";33;332;"D";29;291
3320;2912;"C";33;332;"D";29;291
3320;2914;"C";33;332;"D";29;291
3320;2915;"C";33;332;"D";29;291
3320;2919;"C";33;332;"D";29;291
3320;2921;"C";33;332;"D";29;292
3320;2922;"C";33;332;"D";29;292
3320;2923;"C";33;332;"D";29;292
3320;2924;"C";33;332;"D";29;292
3320;2925;"C";33;332;"D";29;292
3320;2926;"C";33;332;"D";29;292
3320;2929;"C";33;332;"D";29;292
3320;3000;"C";33;332;"D";30;300
3320;3110;"C";33;332;"D";31;311
3320;3220;"C";33;332;"D";32;322
3320;3311;"C";33;332;"D";33;331
3320;3313;"C";33;332;"D";33;331
3320;4540;"C";33;332;"F";45;454
3510;4010;"D";35;351;"E";40;401
3520;4020;"D";35;352;"E";40;402
3530;1549;"D";35;353;"D";15;154
3530;4030;"D";35;353;"E";40;403
3600;4100;"E";36;360;"E";41;410
3700;9000;"E";37;370;"O";90;900
3811;9000;"E";38;381;"O";90;900
3812;2330;"E";38;381;"D";23;233
3812;9000;"E";38;381;"O";90;900
3821;2412;"E";38;382;"D";24;241
3821;9000;"E";38;382;"O";90;900
3822;2330;"E";38;382;"D";23;233
3822;9000;"E";38;382;"O";90;900
3830;3710;"E";38;383;"D";37;371
3830;3720;"E";38;383;"D";37;372
3900;4510;"E";39;390;"F";45;451
3900;9000;"E";39;390;"O";90;900
4100;4520;"F";41;410;"F";45;452
4210;4520;"F";42;421;"F";45;452
4220;4520;"F";42;422;"F";45;452
4290;4520;"F";42;429;"F";45;452
4290;7010;"F";42;429;"K";70;701
4311;4510;"F";43;431;"F";45;451
4312;4510;"F";43;431;"F";45;451
4312;4550;"F";43;431;"F";45;455
4321;4530;"F";43;432;"F";45;453
4322;4530;"F";43;432;"F";45;453
4329;4530;"F";43;432;"F";45;453
4329;4540;"F";43;432;"F";45;454
4330;4530;"F";43;433;"F";45;453
4330;4540;"F";43;433;"F";45;454
4390;4520;"F";43;439;"F";45;452
4390;4530;"F";43;439;"F";45;453
4390;4540;"F";43;439;"F";45;454
4390;4550;"F";43;439;"F";45;455
4510;5010;"G";45;451;"G";50;501
4520;5020;"G";45;452;"G";50;502
4530;5030;"G";45;453;"G";50;503
4540;5040;"G";45;454;"G";50;504
4610;5110;"G";46;461;"G";51;511
4620;5121;"G";46;462;"G";51;512
4630;5122;"G";46;463;"G";51;512
4641;5131;"G";46;464;"G";51;513
4649;5139;"G";46;464;"G";51;513
4651;5151;"G";46;465;"G";51;515
4652;5152;"G";46;465;"G";51;515
4653;5159;"G";46;465;"G";51;515
4659;5159;"G";46;465;"G";51;515
4661;5141;"G";46;466;"G";51;514
4662;5142;"G";46;466;"G";51;514
4663;5139;"G";46;466;"G";51;513
4663;5143;"G";46;466;"G";51;514
4669;5149;"G";46;466;"G";51;514
4690;5190;"G";46;469;"G";51;519
4711;5211;"G";47;471;"G";52;521
4719;5219;"G";47;471;"G";52;521
4721;5220;"G";47;472;"G";52;522
4722;5220;"G";47;472;"G";52;522
4723;5220;"G";47;472;"G";52;522
4730;5050;"G";47;473;"G";50;505
4741;5239;"G";47;474;"G";52;523
4742;5233;"G";47;474;"G";52;523
4751;5232;"G";47;475;"G";52;523
4752;5234;"G";47;475;"G";52;523
4753;5233;"G";47;475;"G";52;523
4753;5239;"G";47;475;"G";52;523
4759;5233;"G";47;475;"G";52;523
4761;5239;"G";47;476;"G";52;523
4762;5233;"G";47;476;"G";52;523
4763;5239;"G";47;476;"G";52;523
4764;5239;"G";47;476;"G";52;523
4771;5232;"G";47;477;"G";52;523
4772;5231;"G";47;477;"G";52;523
4773;5239;"G";47;477;"G";52;523
4774;5240;"G";47;477;"G";52;524
4781;5252;"G";47;478;"G";52;525
4782;5252;"G";47;478;"G";52;525
4789;5252;"G";47;478;"G";52;525
4791;5251;"G";47;479;"G";52;525
4791;5259;"G";47;479;"G";52;525
4799;5259;"G";47;479;"G";52;525
4911;6010;"H";49;491;"I";60;601
4912;6010;"H";49;491;"I";60;601
4921;6021;"H";49;492;"I";60;602
4922;6021;"H";49;492;"I";60;602
4922;6022;"H";49;492;"I";60;602
4922;9241;"H";49;492;"O";92;924
4923;6023;"H";49;492;"I";60;602
4930;6030;"H";49;493;"I";60;603
5011;6110;"H";50;501;"I";61;611
5012;6110;"H";50;501;"I";61;611
5021;6120;"H";50;502;"I";61;612
5022;6120;"H";50;502;"I";61;612
5110;6210;"H";51;511;"I";62;621
5110;6220;"H";51;511;"I";62;622
5120;6210;"H";51;512;"I";62;621
5120;6220;"H";51;512;"I";62;622
5210;6302;"H";52;521;"I";63;630
5221;5020;"H";52;522;"G";50;502
5221;6010;"H";52;522;"I";60;601
5221;6303;"H";52;522;"I";63;630
5222;6303;"H";52;522;"I";63;630
5223;6303;"H";52;522;"I";63;630
5224;6301;"H";52;522;"I";63;630
5229;6309;"H";52;522;"I";63;630
5310;6411;"H";53;531;"I";64;641
5320;6412;"H";53;532;"I";64;641
5510;5510;"I";55;551;"H";55;551
5520;5510;"I";55;552;"H";55;551
5590;5510;"I";55;559;"H";55;551
5610;5520;"I";56;561;"H";55;552
5621;5520;"I";56;562;"H";55;552
5629;5520;"I";56;562;"H";55;552
5630;5520;"I";56;563;"H";55;552
5811;2211;"J";58;581;"D";22;221
5811;7240;"J";58;581;"K";72;724
5812;2211;"J";58;581;"D";22;221
5812;7240;"J";58;581;"K";72;724
5813;2212;"J";58;581;"D";22;221
5813;2219;"J";58;581;"D";22;221
5813;7240;"J";58;581;"K";72;724
5819;2219;"J";58;581;"D";22;221
5819;7240;"J";58;581;"K";72;724
5820;7221;"J";58;582;"K";72;722
5820;7240;"J";58;582;"K";72;724
5911;9211;"J";59;591;"O";92;921
5911;9213;"J";59;591;"O";92;921
5912;9211;"J";59;591;"O";92;921
5912;9231;"J";59;591;"O";92;923
5913;9211;"J";59;591;"O";92;921
5914;9212;"J";59;591;"O";92;921
5920;2213;"J";59;592;"D";22;221
5920;7240;"J";59;592;"K";72;724
5920;9211;"J";59;592;"O";92;921
5920;9213;"J";59;592;"O";92;921
6010;7240;"J";60;601;"K";72;724
6010;9213;"J";60;601;"O";92;921
6020;7240;"J";60;602;"K";72;724
6020;9213;"J";60;602;"O";92;921
6110;6420;"J";61;611;"I";64;642
6120;6420;"J";61;612;"I";64;642
6130;6420;"J";61;613;"I";64;642
6190;6420;"J";61;619;"I";64;642
6201;7229;"J";62;620;"K";72;722
6202;7210;"J";62;620;"K";72;721
6202;7229;"J";62;620;"K";72;722
6202;7230;"J";62;620;"K";72;723
6209;7290;"J";62;620;"K";72;729
6311;7230;"J";63;631;"K";72;723
6312;7240;"J";63;631;"K";72;724
6391;9220;"J";63;639;"O";92;922
6399;7499;"J";63;639;"K";74;749
6411;6511;"K";64;641;"J";65;651
6419;6519;"K";64;641;"J";65;651
6419;6719;"K";64;641;"J";67;671
6420;6599;"K";64;642;"J";65;659
6430;6599;"K";64;643;"J";65;659
6491;6591;"K";64;649;"J";65;659
6492;6592;"K";64;649;"J";65;659
6499;6592;"K";64;649;"J";65;659
6499;6599;"K";64;649;"J";65;659
6511;6601;"K";65;651;"J";66;660
6511;6603;"K";65;651;"J";66;660
6512;6603;"K";65;651;"J";66;660
6520;6601;"K";65;652;"J";66;660
6520;6603;"K";65;652;"J";66;660
6530;6602;"K";65;653;"J";66;660
6611;6711;"K";66;661;"J";67;671
6612;6712;"K";66;661;"J";67;671
6612;6719;"K";66;661;"J";67;671
6619;6599;"K";66;661;"J";65;659
6619;6719;"K";66;661;"J";67;671
6621;6720;"K";66;662;"J";67;672
6622;6720;"K";66;662;"J";67;672
6629;6720;"K";66;662;"J";67;672
6630;6602;"K";66;663;"J";66;660
6630;6712;"K";66;663;"J";67;671
6810;7010;"L";68;681;"K";70;701
6810;7514;"L";68;681;"L";75;751
6820;7020;"L";68;682;"K";70;702
6820;7514;"L";68;682;"L";75;751
6910;7411;"M";69;691;"K";74;741
6920;7412;"M";69;692;"K";74;741
7010;7414;"M";70;701;"K";74;741
7020;7414;"M";70;702;"K";74;741
7110;7421;"M";71;711;"K";74;742
7120;7422;"M";71;712;"K";74;742
7120;7523;"M";71;712;"L";75;752
7210;7310;"M";72;721;"K";73;731
7220;7310;"M";72;722;"K";73;731
7220;7320;"M";72;722;"K";73;732
7310;7430;"M";73;731;"K";74;743
7310;7499;"M";73;731;"K";74;749
7320;7413;"M";73;732;"K";74;741
7410;7421;"M";74;741;"K";74;742
7410;7499;"M";74;741;"K";74;749
7420;7494;"M";74;742;"K";74;749
7420;9220;"M";74;742;"O";92;922
7490;6309;"M";74;749;"I";63;630
7490;7414;"M";74;749;"K";74;741
7490;7421;"M";74;749;"K";74;742
7490;7492;"M";74;749;"K";74;749
7490;7499;"M";74;749;"K";74;749
7500;8520;"M";75;750;"N";85;852
7710;7111;"N";77;771;"K";71;711
7721;7130;"N";77;772;"K";71;713
7722;7130;"N";77;772;"K";71;713
7729;7130;"N";77;772;"K";71;713
7730;7111;"N";77;773;"K";71;711
7730;7112;"N";77;773;"K";71;711
7730;7113;"N";77;773;"K";71;711
7730;7121;"N";77;773;"K";71;712
7730;7122;"N";77;773;"K";71;712
7730;7123;"N";77;773;"K";71;712
7730;7129;"N";77;773;"K";71;712
7730;7130;"N";77;773;"K";71;713
7740;6599;"N";77;774;"J";65;659
7810;7491;"N";78;781;"K";74;749
7810;9249;"N";78;781;"O";92;924
7820;7491;"N";78;782;"K";74;749
7830;7491;"N";78;783;"K";74;749
7911;6304;"N";79;791;"I";63;630
7912;6304;"N";79;791;"I";63;630
7990;6304;"N";79;799;"I";63;630
7990;7513;"N";79;799;"L";75;751
7990;9214;"N";79;799;"O";92;921
7990;9219;"N";79;799;"O";92;921
7990;9241;"N";79;799;"O";92;924
8010;7492;"N";80;801;"K";74;749
8020;5260;"N";80;802;"G";52;526
8020;7492;"N";80;802;"K";74;749
8030;7492;"N";80;803;"K";74;749
8110;7020;"N";81;811;"K";70;702
8121;7493;"N";81;812;"K";74;749
8129;7493;"N";81;812;"K";74;749
8129;9000;"N";81;812;"O";90;900
8130;140;"N";81;813;"A";1;14
8130;9000;"N";81;813;"O";90;900
8211;7499;"N";82;821;"K";74;749
8219;6411;"N";82;821;"I";64;641
8219;7499;"N";82;821;"K";74;749
8220;7499;"N";82;822;"K";74;749
8230;7499;"N";82;823;"K";74;749
8291;7499;"N";82;829;"K";74;749
8292;7495;"N";82;829;"K";74;749
8299;7499;"N";82;829;"K";74;749
8411;7511;"O";84;841;"L";75;751
8411;7514;"O";84;841;"L";75;751
8412;7512;"O";84;841;"L";75;751
8413;7513;"O";84;841;"L";75;751
8421;7521;"O";84;842;"L";75;752
8422;7522;"O";84;842;"L";75;752
8423;7523;"O";84;842;"L";75;752
8430;7530;"O";84;843;"L";75;753
8510;8010;"P";85;851;"M";80;801
8521;8021;"P";85;852;"M";80;802
8522;8022;"P";85;852;"M";80;802
8522;8090;"P";85;852;"M";80;809
8530;8030;"P";85;853;"M";80;803
8541;9241;"P";85;854;"O";92;924
8541;9309;"P";85;854;"O";93;930
8542;8090;"P";85;854;"M";80;809
8542;9219;"P";85;854;"O";92;921
8549;8090;"P";85;854;"M";80;809
8549;9241;"P";85;854;"O";92;924
8550;7414;"P";85;855;"K";74;741
8550;7499;"P";85;855;"K";74;749
8550;8532;"P";85;855;"N";85;853
8610;8511;"Q";86;861;"N";85;851
8620;8512;"Q";86;862;"N";85;851
8690;8519;"Q";86;869;"N";85;851
8710;8519;"Q";87;871;"N";85;851
8720;8519;"Q";87;872;"N";85;851
8720;8531;"Q";87;872;"N";85;853
8730;8519;"Q";87;873;"N";85;851
8730;8531;"Q";87;873;"N";85;853
8790;8531;"Q";87;879;"N";85;853
8810;8532;"Q";88;881;"N";85;853
8890;7521;"Q";88;889;"L";75;752
8890;8532;"Q";88;889;"N";85;853
9000;9214;"R";90;900;"O";92;921
