isic_rev31_4dig;isic_rev4_4dig;isic_rev31_secdig;isic_rev31_2dig;isic_rev31_3dig;isic_rev4_secdig;isic_rev4_2dig;isic_rev4_3dig
3230;2610;"D";32;323;"C";26;261
3230;2630;"D";32;323;"C";26;263
3230;2640;"D";32;323;"C";26;264
3230;2670;"D";32;323;"C";26;267
3230;2817;"D";32;323;"C";28;281
3230;3312;"D";32;323;"C";33;331
3230;3313;"D";32;323;"C";33;331
3230;9521;"D";32;323;"S";95;952
3311;2660;"D";33;331;"C";26;266
3311;3250;"D";33;331;"C";32;325
3311;3290;"D";33;331;"C";32;329
3311;3313;"D";33;331;"C";33;331
3311;3319;"D";33;331;"C";33;331
3311;3320;"D";33;331;"C";33;332
3312;2651;"D";33;331;"C";26;265
3312;2670;"D";33;331;"C";26;267
3312;2819;"D";33;331;"C";28;281
3312;2829;"D";33;331;"C";28;282
3312;3250;"D";33;331;"C";32;325
3312;3313;"D";33;331;"C";33;331
3312;3319;"D";33;331;"C";33;331
3313;2651;"D";33;331;"C";26;265
3313;3313;"D";33;331;"C";33;331
3313;3320;"D";33;331;"C";33;332
3320;2670;"D";33;332;"C";26;267
3320;2731;"D";33;332;"C";27;273
3320;2829;"D";33;332;"C";28;282
3320;3250;"D";33;332;"C";32;325
3320;3313;"D";33;332;"C";33;331
3330;2652;"D";33;333;"C";26;265
3330;3211;"D";33;333;"C";32;321
3330;3212;"D";33;333;"C";32;321
3330;3319;"D";33;333;"C";33;331
3410;2910;"D";34;341;"C";29;291
3420;2920;"D";34;342;"C";29;292
3420;3311;"D";34;342;"C";33;331
3430;1392;"D";34;343;"C";13;139
3430;2811;"D";34;343;"C";28;281
3430;2930;"D";34;343;"C";29;293
3511;3011;"D";35;351;"C";30;301
3511;3315;"D";35;351;"C";33;331
3512;3012;"D";35;351;"C";30;301
3512;3315;"D";35;351;"C";33;331
3520;3020;"D";35;352;"C";30;302
3520;3315;"D";35;352;"C";33;331
3530;2811;"D";35;353;"C";28;281
3530;2829;"D";35;353;"C";28;282
3530;3030;"D";35;353;"C";30;303
3530;3315;"D";35;353;"C";33;331
3591;2811;"D";35;359;"C";28;281
3591;3091;"D";35;359;"C";30;309
3592;3092;"D";35;359;"C";30;309
3599;2816;"D";35;359;"C";28;281
3599;3099;"D";35;359;"C";30;309
3599;3100;"D";35;359;"C";31;310
3599;3312;"D";35;359;"C";33;331
3599;3315;"D";35;359;"C";33;331
3610;2219;"D";36;361;"C";22;221
3610;2220;"D";36;361;"C";22;222
3610;2817;"D";36;361;"C";28;281
3610;2930;"D";36;361;"C";29;293
3610;3011;"D";36;361;"C";30;301
3610;3020;"D";36;361;"C";30;302
3610;3030;"D";36;361;"C";30;303
3610;3100;"D";36;361;"C";31;310
3610;9524;"D";36;361;"S";95;952
3691;3211;"D";36;369;"C";32;321
3692;3220;"D";36;369;"C";32;322
3692;3319;"D";36;369;"C";33;331
3693;3230;"D";36;369;"C";32;323
3693;3290;"D";36;369;"C";32;329
3694;2640;"D";36;369;"C";26;264
3694;2829;"D";36;369;"C";28;282
3694;3240;"D";36;369;"C";32;324
3694;3312;"D";36;369;"C";33;331
3694;3319;"D";36;369;"C";33;331
3699;1399;"D";36;369;"C";13;139
3699;1512;"D";36;369;"C";15;151
3699;1629;"D";36;369;"C";16;162
3699;1709;"D";36;369;"C";17;170
3699;2029;"D";36;369;"C";20;202
3699;2219;"D";36;369;"C";22;221
3699;2220;"D";36;369;"C";22;222
3699;2599;"D";36;369;"C";25;259
3699;2829;"D";36;369;"C";28;282
3699;3092;"D";36;369;"C";30;309
3699;3212;"D";36;369;"C";32;321
3699;3290;"D";36;369;"C";32;329
3699;3312;"D";36;369;"C";33;331
3710;3830;"D";37;371;"E";38;383
3720;3830;"D";37;372;"E";38;383
4010;3510;"E";40;401;"D";35;351
4020;3520;"E";40;402;"D";35;352
4030;3530;"E";40;403;"D";35;353
4100;3600;"E";41;410;"E";36;360
4510;990;"F";45;451;"B";9;99
4510;3900;"F";45;451;"E";39;390
4510;4311;"F";45;451;"F";43;431
4510;4312;"F";45;451;"F";43;431
4520;4100;"F";45;452;"F";41;410
4520;4210;"F";45;452;"F";42;421
4520;4220;"F";45;452;"F";42;422
4520;4290;"F";45;452;"F";42;429
4520;4390;"F";45;452;"F";43;439
4530;4321;"F";45;453;"F";43;432
4530;4322;"F";45;453;"F";43;432
4530;4329;"F";45;453;"F";43;432
4530;4330;"F";45;453;"F";43;433
4530;4390;"F";45;453;"F";43;439
4540;3320;"F";45;454;"C";33;332
4540;4329;"F";45;454;"F";43;432
4540;4330;"F";45;454;"F";43;433
4540;4390;"F";45;454;"F";43;439
4550;4312;"F";45;455;"F";43;431
4550;4390;"F";45;455;"F";43;439
5010;4510;"G";50;501;"G";45;451
5020;4520;"G";50;502;"G";45;452
5020;5221;"G";50;502;"H";52;522
5030;4530;"G";50;503;"G";45;453
5040;4540;"G";50;504;"G";45;454
5050;4730;"G";50;505;"G";47;473
5110;4610;"G";51;511;"G";46;461
5121;4620;"G";51;512;"G";46;462
5122;4630;"G";51;512;"G";46;463
5131;4641;"G";51;513;"G";46;464
5139;4649;"G";51;513;"G";46;464
5139;4663;"G";51;513;"G";46;466
5141;4661;"G";51;514;"G";46;466
5142;4662;"G";51;514;"G";46;466
5143;4663;"G";51;514;"G";46;466
5149;4669;"G";51;514;"G";46;466
5151;4651;"G";51;515;"G";46;465
5152;4652;"G";51;515;"G";46;465
5159;4653;"G";51;515;"G";46;465
5159;4659;"G";51;515;"G";46;465
5190;4690;"G";51;519;"G";46;469
5211;4711;"G";52;521;"G";47;471
5219;4719;"G";52;521;"G";47;471
5220;4721;"G";52;522;"G";47;472
5220;4722;"G";52;522;"G";47;472
5220;4723;"G";52;522;"G";47;472
5231;4772;"G";52;523;"G";47;477
5232;4751;"G";52;523;"G";47;475
5232;4771;"G";52;523;"G";47;477
5233;4742;"G";52;523;"G";47;474
5233;4753;"G";52;523;"G";47;475
5233;4759;"G";52;523;"G";47;475
5233;4762;"G";52;523;"G";47;476
5234;4752;"G";52;523;"G";47;475
5239;4741;"G";52;523;"G";47;474
5239;4753;"G";52;523;"G";47;475
5239;4761;"G";52;523;"G";47;476
5239;4763;"G";52;523;"G";47;476
5239;4764;"G";52;523;"G";47;476
5239;4773;"G";52;523;"G";47;477
5240;4774;"G";52;524;"G";47;477
5251;4791;"G";52;525;"G";47;479
5252;4781;"G";52;525;"G";47;478
5252;4782;"G";52;525;"G";47;478
5252;4789;"G";52;525;"G";47;478
5259;4791;"G";52;525;"G";47;479
5259;4799;"G";52;525;"G";47;479
5260;3313;"G";52;526;"C";33;331
5260;8020;"G";52;526;"N";80;802
5260;9512;"G";52;526;"S";95;951
5260;9521;"G";52;526;"S";95;952
5260;9522;"G";52;526;"S";95;952
5260;9523;"G";52;526;"S";95;952
5260;9524;"G";52;526;"S";95;952
5260;9529;"G";52;526;"S";95;952
5510;5510;"H";55;551;"I";55;551
5510;5520;"H";55;551;"I";55;552
5510;5590;"H";55;551;"I";55;559
5520;5610;"H";55;552;"I";56;561
5520;5621;"H";55;552;"I";56;562
5520;5629;"H";55;552;"I";56;562
5520;5630;"H";55;552;"I";56;563
6010;4911;"I";60;601;"H";49;491
6010;4912;"I";60;601;"H";49;491
6010;5221;"I";60;601;"H";52;522
6021;4921;"I";60;602;"H";49;492
6021;4922;"I";60;602;"H";49;492
6022;4922;"I";60;602;"H";49;492
6023;4923;"I";60;602;"H";49;492
6030;4930;"I";60;603;"H";49;493
6110;5011;"I";61;611;"H";50;501
6110;5012;"I";61;611;"H";50;501
6120;5021;"I";61;612;"H";50;502
6120;5022;"I";61;612;"H";50;502
6210;5110;"I";62;621;"H";51;511
6210;5120;"I";62;621;"H";51;512
6220;5110;"I";62;622;"H";51;511
6220;5120;"I";62;622;"H";51;512
6301;5224;"I";63;630;"H";52;522
6302;5210;"I";63;630;"H";52;521
6303;3315;"I";63;630;"C";33;331
6303;5221;"I";63;630;"H";52;522
6303;5222;"I";63;630;"H";52;522
6303;5223;"I";63;630;"H";52;522
6304;7911;"I";63;630;"N";79;791
6304;7912;"I";63;630;"N";79;791
6304;7990;"I";63;630;"N";79;799
6309;5229;"I";63;630;"H";52;522
6309;7490;"I";63;630;"M";74;749
6411;5310;"I";64;641;"H";53;531
6411;8219;"I";64;641;"N";82;821
6412;5320;"I";64;641;"H";53;532
6420;6110;"I";64;642;"J";61;611
6420;6120;"I";64;642;"J";61;612
6420;6130;"I";64;642;"J";61;613
6420;6190;"I";64;642;"J";61;619
6511;6411;"J";65;651;"K";64;641
6519;6419;"J";65;651;"K";64;641
6591;6491;"J";65;659;"K";64;649
6592;6492;"J";65;659;"K";64;649
6592;6499;"J";65;659;"K";64;649
6599;6420;"J";65;659;"K";64;642
6599;6430;"J";65;659;"K";64;643
6599;6499;"J";65;659;"K";64;649
6599;6619;"J";65;659;"K";66;661
6599;7740;"J";65;659;"N";77;774
6599;9499;"J";65;659;"S";94;949
6601;6511;"J";66;660;"K";65;651
6601;6520;"J";66;660;"K";65;652
6602;6530;"J";66;660;"K";65;653
6602;6630;"J";66;660;"K";66;663
6603;6511;"J";66;660;"K";65;651
6603;6512;"J";66;660;"K";65;651
6603;6520;"J";66;660;"K";65;652
6711;6611;"J";67;671;"K";66;661
6712;6612;"J";67;671;"K";66;661
6712;6630;"J";67;671;"K";66;663
6719;6419;"J";67;671;"K";64;641
6719;6612;"J";67;671;"K";66;661
6719;6619;"J";67;671;"K";66;661
6720;6621;"J";67;672;"K";66;662
6720;6622;"J";67;672;"K";66;662
6720;6629;"J";67;672;"K";66;662
7010;4290;"K";70;701;"F";42;429
7010;6810;"K";70;701;"L";68;681
7020;6820;"K";70;702;"L";68;682
7020;8110;"K";70;702;"N";81;811
7111;7710;"K";71;711;"N";77;771
7111;7730;"K";71;711;"N";77;773
7112;7730;"K";71;711;"N";77;773
7113;7730;"K";71;711;"N";77;773
7121;7730;"K";71;712;"N";77;773
7122;7730;"K";71;712;"N";77;773
7123;7730;"K";71;712;"N";77;773
7129;7730;"K";71;712;"N";77;773
7130;7721;"K";71;713;"N";77;772
7130;7722;"K";71;713;"N";77;772
7130;7729;"K";71;713;"N";77;772
7130;7730;"K";71;713;"N";77;773
7210;6202;"K";72;721;"J";62;620
7221;5820;"K";72;722;"J";58;582
7229;6201;"K";72;722;"J";62;620
7229;6202;"K";72;722;"J";62;620
7230;6202;"K";72;723;"J";62;620
7230;6311;"K";72;723;"J";63;631
7240;5811;"K";72;724;"J";58;581
7240;5812;"K";72;724;"J";58;581
7240;5813;"K";72;724;"J";58;581
7240;5819;"K";72;724;"J";58;581
7240;5820;"K";72;724;"J";58;582
7240;5920;"K";72;724;"J";59;592
7240;6010;"K";72;724;"J";60;601
7240;6020;"K";72;724;"J";60;602
7240;6312;"K";72;724;"J";63;631
7250;3312;"K";72;725;"C";33;331
7250;9511;"K";72;725;"S";95;951
7290;6209;"K";72;729;"J";62;620
7310;7210;"K";73;731;"M";72;721
7310;7220;"K";73;731;"M";72;722
7320;7220;"K";73;732;"M";72;722
7411;6910;"K";74;741;"M";69;691
7412;6920;"K";74;741;"M";69;692
7413;7320;"K";74;741;"M";73;732
7414;7010;"K";74;741;"M";70;701
7414;7020;"K";74;741;"M";70;702
7414;7490;"K";74;741;"M";74;749
7414;8550;"K";74;741;"P";85;855
7421;910;"K";74;742;"B";9;91
7421;990;"K";74;742;"B";9;99
7421;7110;"K";74;742;"M";71;711
7421;7410;"K";74;742;"M";74;741
7421;7490;"K";74;742;"M";74;749
7422;7120;"K";74;742;"M";71;712
7430;7310;"K";74;743;"M";73;731
7491;7810;"K";74;749;"N";78;781
7491;7820;"K";74;749;"N";78;782
7491;7830;"K";74;749;"N";78;783
7492;7490;"K";74;749;"M";74;749
7492;8010;"K";74;749;"N";80;801
7492;8020;"K";74;749;"N";80;802
7492;8030;"K";74;749;"N";80;803
7493;8121;"K";74;749;"N";81;812
7493;8129;"K";74;749;"N";81;812
7494;7420;"K";74;749;"M";74;742
7495;8292;"K";74;749;"N";82;829
7499;6399;"K";74;749;"J";63;639
7499;7310;"K";74;749;"M";73;731
7499;7410;"K";74;749;"M";74;741
7499;7490;"K";74;749;"M";74;749
7499;8211;"K";74;749;"N";82;821
7499;8219;"K";74;749;"N";82;821
7499;8220;"K";74;749;"N";82;822
7499;8230;"K";74;749;"N";82;823
7499;8291;"K";74;749;"N";82;829
7499;8299;"K";74;749;"N";82;829
7499;8550;"K";74;749;"P";85;855
7511;8411;"L";75;751;"O";84;841
7512;8412;"L";75;751;"O";84;841
7513;7990;"L";75;751;"N";79;799
7513;8413;"L";75;751;"O";84;841
7514;6810;"L";75;751;"L";68;681
7514;6820;"L";75;751;"L";68;682
7514;8411;"L";75;751;"O";84;841
7514;9101;"L";75;751;"R";91;910
7521;8421;"L";75;752;"O";84;842
7521;8890;"L";75;752;"Q";88;889
7522;8422;"L";75;752;"O";84;842
7523;7120;"L";75;752;"M";71;712
7523;8423;"L";75;752;"O";84;842
7530;8430;"L";75;753;"O";84;843
8010;8510;"M";80;801;"P";85;851
8021;8521;"M";80;802;"P";85;852
8022;8522;"M";80;802;"P";85;852
8030;8530;"M";80;803;"P";85;853
8090;8522;"M";80;809;"P";85;852
8090;8542;"M";80;809;"P";85;854
8090;8549;"M";80;809;"P";85;854
8511;8610;"N";85;851;"Q";86;861
8512;8620;"N";85;851;"Q";86;862
8519;8690;"N";85;851;"Q";86;869
8519;8710;"N";85;851;"Q";87;871
8519;8720;"N";85;851;"Q";87;872
8519;8730;"N";85;851;"Q";87;873
8520;7500;"N";85;852;"M";75;750
8531;8720;"N";85;853;"Q";87;872
8531;8730;"N";85;853;"Q";87;873
8531;8790;"N";85;853;"Q";87;879
8532;8550;"N";85;853;"P";85;855
8532;8810;"N";85;853;"Q";88;881
8532;8890;"N";85;853;"Q";88;889
9000;3700;"O";90;900;"E";37;370
9000;3811;"O";90;900;"E";38;381
9000;3812;"O";90;900;"E";38;381
9000;3821;"O";90;900;"E";38;382
9000;3822;"O";90;900;"E";38;382
9000;3900;"O";90;900;"E";39;390
9000;8129;"O";90;900;"N";81;812
9000;8130;"O";90;900;"N";81;813
9111;9411;"O";91;911;"S";94;941
9112;9412;"O";91;911;"S";94;941
9120;9420;"O";91;912;"S";94;942
9191;9491;"O";91;919;"S";94;949
9192;9492;"O";91;919;"S";94;949
9199;9499;"O";91;919;"S";94;949
9211;5911;"O";92;921;"J";59;591
9211;5912;"O";92;921;"J";59;591
9211;5913;"O";92;921;"J";59;591
